Railcard,Payment Method,Departure Station,Price,Refund Request
Disabled,Credit Card,Birmingham New Street,29,No
None,Debit Card,London Euston,143,No
Adult,Contactless,London Kings Cross,38,No
None,Credit Card,Liverpool Lime Street,10,No
None,Credit Card,London Kings Cross,70,No
None,Contactless,London Euston,7,No
None,Contactless,London St Pancras,16,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Liverpool Lime Street,6,No
None,Credit Card,Liverpool Lime Street,6,No
None,Contactless,London St Pancras,16,No
None,Contactless,Manchester Piccadilly,3,No
Adult,Contactless,London Euston,4,No
None,Credit Card,London Paddington,13,No
Adult,Contactless,London Euston,4,No
Adult,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,London Paddington,17,No
None,Credit Card,London Paddington,6,No
Senior,Credit Card,Liverpool Lime Street,11,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,York,67,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,Reading,18,No
Disabled,Credit Card,London St Pancras,11,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,Liverpool Lime Street,235,No
None,Credit Card,London Euston,143,No
None,Credit Card,Manchester Piccadilly,267,No
None,Credit Card,Liverpool Lime Street,151,No
Disabled,Credit Card,Liverpool Lime Street,4,No
None,Credit Card,London Euston,13,No
None,Credit Card,Birmingham New Street,11,No
Disabled,Contactless,London Paddington,8,No
None,Contactless,London Euston,13,No
None,Credit Card,London Paddington,63,No
Disabled,Credit Card,Liverpool Lime Street,2,No
None,Credit Card,London Paddington,54,No
None,Contactless,London Euston,10,No
None,Contactless,London Paddington,19,No
Adult,Contactless,Manchester Piccadilly,10,No
Disabled,Credit Card,London Paddington,13,No
Senior,Debit Card,London Paddington,8,No
None,Credit Card,London Kings Cross,97,No
Senior,Credit Card,Liverpool Lime Street,6,No
None,Contactless,London Kings Cross,53,No
None,Debit Card,London Euston,72,No
Disabled,Credit Card,York,4,No
Disabled,Credit Card,York,4,No
None,Credit Card,London Euston,7,No
None,Credit Card,Manchester Piccadilly,3,No
Disabled,Credit Card,Birmingham New Street,15,No
Disabled,Credit Card,York,4,No
Disabled,Credit Card,York,4,No
None,Contactless,London St Pancras,8,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,10,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,18,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Paddington,18,No
Adult,Credit Card,London Kings Cross,35,No
None,Credit Card,London Paddington,13,No
Adult,Contactless,London Kings Cross,35,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,13,No
None,Credit Card,York,34,No
None,Credit Card,Liverpool Lime Street,3,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Credit Card,London St Pancras,8,No
Senior,Contactless,London Euston,7,No
None,Contactless,Manchester Piccadilly,4,No
Senior,Contactless,London Euston,7,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London Paddington,13,No
None,Credit Card,London Euston,7,No
Adult,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,Manchester Piccadilly,2,No
None,Credit Card,London Kings Cross,86,No
Disabled,Contactless,London Kings Cross,38,No
None,Credit Card,Manchester Piccadilly,84,No
None,Contactless,London Paddington,13,No
Adult,Credit Card,Manchester Piccadilly,2,No
None,Contactless,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,134,No
Adult,Contactless,Manchester Piccadilly,6,No
Senior,Debit Card,London St Pancras,5,No
None,Contactless,London Paddington,13,No
Adult,Contactless,Manchester Piccadilly,6,No
Adult,Contactless,Manchester Piccadilly,6,No
Adult,Debit Card,Liverpool Lime Street,3,Yes
None,Credit Card,Liverpool Lime Street,3,No
Senior,Contactless,Manchester Piccadilly,2,No
None,Contactless,Liverpool Lime Street,3,No
Disabled,Credit Card,London Paddington,13,No
Disabled,Credit Card,London Paddington,27,No
None,Contactless,London Euston,10,No
None,Credit Card,London Euston,10,No
Adult,Debit Card,Birmingham New Street,7,Yes
Adult,Debit Card,Birmingham New Street,7,Yes
Adult,Debit Card,Birmingham New Street,7,Yes
Adult,Contactless,London St Pancras,8,No
Disabled,Credit Card,Liverpool Lime Street,2,No
None,Debit Card,London Euston,7,No
None,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,Manchester Piccadilly,2,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,4,No
Senior,Credit Card,London Kings Cross,23,No
None,Contactless,London St Pancras,8,No
None,Contactless,London Paddington,19,No
Disabled,Credit Card,London Euston,7,No
None,Credit Card,Reading,19,No
Disabled,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,9,No
Adult,Credit Card,London Euston,9,No
Adult,Credit Card,London Euston,9,No
None,Credit Card,London St Pancras,16,No
Adult,Credit Card,London Euston,9,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Paddington,25,No
None,Credit Card,London Euston,13,No
None,Credit Card,Liverpool Lime Street,3,No
Adult,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,London St Pancras,5,No
Adult,Contactless,London St Pancras,5,No
Adult,Contactless,Liverpool Lime Street,11,No
None,Debit Card,Edinburgh Waverley,43,Yes
None,Contactless,Manchester Piccadilly,5,No
None,Contactless,London Kings Cross,70,No
None,Contactless,Liverpool Lime Street,9,No
None,Contactless,London St Pancras,54,No
Adult,Credit Card,London St Pancras,5,No
None,Contactless,London Euston,7,No
None,Contactless,London Euston,7,No
Senior,Credit Card,Liverpool Lime Street,4,No
None,Contactless,Manchester Piccadilly,5,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,Birmingham New Street,10,No
None,Credit Card,Manchester Piccadilly,5,No
Adult,Credit Card,Liverpool Lime Street,4,No
None,Credit Card,Reading,18,No
None,Credit Card,London Euston,13,No
None,Credit Card,London Euston,13,No
Adult,Contactless,Birmingham New Street,26,No
Adult,Debit Card,Liverpool Lime Street,101,Yes
Adult,Debit Card,Liverpool Lime Street,101,Yes
None,Contactless,Reading,13,No
Adult,Credit Card,Liverpool Lime Street,4,No
None,Contactless,London Paddington,13,No
Adult,Contactless,Liverpool Lime Street,101,No
None,Contactless,Manchester Piccadilly,5,No
Adult,Credit Card,London St Pancras,11,No
Senior,Credit Card,Liverpool Lime Street,11,No
Adult,Credit Card,London Euston,95,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London St Pancras,16,No
Senior,Credit Card,Liverpool Lime Street,11,No
None,Contactless,London St Pancras,16,No
Disabled,Debit Card,London Euston,35,No
Senior,Contactless,Manchester Piccadilly,2,No
Adult,Credit Card,London Euston,4,No
None,Credit Card,London Kings Cross,35,No
Adult,Contactless,London St Pancras,16,No
None,Credit Card,Liverpool Lime Street,3,No
Adult,Debit Card,Manchester Piccadilly,56,Yes
Adult,Contactless,Liverpool Lime Street,6,No
Senior,Credit Card,London St Pancras,31,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,London St Pancras,12,No
None,Credit Card,London Paddington,19,No
None,Contactless,London Kings Cross,35,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Kings Cross,35,No
None,Contactless,Reading,13,No
Disabled,Contactless,Liverpool Lime Street,3,No
Senior,Credit Card,London Euston,4,No
None,Credit Card,Manchester Piccadilly,14,No
None,Contactless,London Euston,10,No
None,Credit Card,London Euston,10,No
Adult,Credit Card,London Euston,4,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Liverpool Lime Street,3,No
Adult,Contactless,Birmingham New Street,13,No
None,Credit Card,London Paddington,19,No
Adult,Contactless,Birmingham New Street,4,No
None,Contactless,Reading,33,No
None,Credit Card,Birmingham New Street,8,No
None,Credit Card,Birmingham New Street,7,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Contactless,Manchester Piccadilly,3,No
None,Credit Card,Birmingham New Street,5,No
None,Credit Card,Birmingham New Street,5,No
None,Credit Card,London Paddington,19,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Contactless,Liverpool Lime Street,15,No
None,Credit Card,London St Pancras,54,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Euston,10,No
Adult,Credit Card,London Euston,4,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,3,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,Manchester Piccadilly,2,No
Senior,Credit Card,Liverpool Lime Street,2,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Euston,7,No
Disabled,Contactless,Liverpool Lime Street,3,Yes
Adult,Contactless,York,36,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,97,No
None,Contactless,York,11,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London Paddington,19,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,London Euston,78,No
None,Contactless,London Euston,78,No
Disabled,Contactless,York,5,No
Disabled,Contactless,York,5,No
None,Credit Card,Liverpool Lime Street,5,No
Adult,Contactless,London Paddington,13,No
None,Contactless,London St Pancras,8,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Euston,10,No
None,Credit Card,London Paddington,41,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Birmingham New Street,33,No
None,Contactless,Liverpool Lime Street,5,No
Disabled,Contactless,Liverpool Lime Street,2,No
None,Contactless,London St Pancras,12,No
None,Credit Card,London St Pancras,8,No
Disabled,Credit Card,London Paddington,8,No
Adult,Credit Card,London St Pancras,5,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,53,No
Adult,Credit Card,London St Pancras,36,No
None,Contactless,London Euston,107,No
None,Credit Card,Liverpool Lime Street,10,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Kings Cross,35,No
Adult,Credit Card,Liverpool Lime Street,4,No
None,Contactless,Manchester Piccadilly,5,No
None,Credit Card,London Kings Cross,35,No
Senior,Credit Card,Manchester Piccadilly,3,No
Senior,Credit Card,Manchester Piccadilly,3,No
Senior,Debit Card,London Paddington,17,No
None,Debit Card,London Euston,216,No
Disabled,Credit Card,York,7,No
None,Credit Card,London St Pancras,16,No
Disabled,Credit Card,Birmingham New Street,29,No
None,Credit Card,London Euston,13,No
Adult,Contactless,London Euston,4,No
None,Contactless,London Paddington,25,No
None,Credit Card,York,93,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,York,93,No
None,Credit Card,London Kings Cross,114,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,Birmingham New Street,22,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London St Pancras,8,No
None,Contactless,Liverpool Lime Street,3,No
None,Credit Card,Liverpool Lime Street,151,No
None,Credit Card,Liverpool Lime Street,151,No
None,Credit Card,Liverpool Lime Street,151,No
None,Debit Card,London Euston,143,No
None,Contactless,London Kings Cross,70,No
None,Credit Card,Liverpool Lime Street,151,No
Adult,Contactless,London Kings Cross,47,No
None,Credit Card,London Kings Cross,35,No
Adult,Credit Card,London St Pancras,11,No
Adult,Credit Card,London Kings Cross,86,No
None,Credit Card,London Paddington,25,No
None,Credit Card,London Paddington,25,No
None,Contactless,London Paddington,25,No
None,Credit Card,London Paddington,35,No
None,Credit Card,London Paddington,35,No
None,Credit Card,London Paddington,35,No
None,Credit Card,London Paddington,35,No
None,Contactless,London Paddington,19,No
None,Contactless,London Paddington,19,No
Disabled,Credit Card,York,22,No
Senior,Debit Card,London Paddington,8,No
None,Credit Card,London Euston,7,Yes
None,Contactless,Manchester Piccadilly,3,No
Senior,Credit Card,Manchester Piccadilly,2,No
Disabled,Contactless,London Kings Cross,48,No
None,Credit Card,London Kings Cross,35,Yes
None,Credit Card,London Euston,7,No
None,Debit Card,London Euston,72,No
Disabled,Credit Card,York,4,No
None,Credit Card,London Euston,52,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Birmingham New Street,22,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Reading,9,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,York,34,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Kings Cross,35,No
Senior,Credit Card,London Euston,7,No
Adult,Credit Card,Manchester Piccadilly,4,No
Adult,Credit Card,London St Pancras,8,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Manchester Piccadilly,134,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,York,35,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,76,Yes
None,Contactless,London Kings Cross,35,No
Adult,Credit Card,London Euston,48,No
None,Credit Card,Liverpool Lime Street,76,No
Adult,Credit Card,London St Pancras,8,No
Disabled,Credit Card,Liverpool Lime Street,2,No
Senior,Credit Card,London Euston,4,No
None,Contactless,Reading,19,No
None,Contactless,London Euston,7,No
Adult,Credit Card,Liverpool Lime Street,2,No
Adult,Debit Card,Birmingham New Street,11,Yes
Senior,Contactless,Manchester Piccadilly,2,No
None,Credit Card,London Kings Cross,65,No
None,Credit Card,London Kings Cross,65,No
None,Contactless,London St Pancras,12,No
None,Credit Card,London Euston,10,No
Adult,Debit Card,Birmingham New Street,7,Yes
Senior,Contactless,Manchester Piccadilly,3,No
Adult,Debit Card,Birmingham New Street,7,Yes
Senior,Contactless,Manchester Piccadilly,3,No
Disabled,Credit Card,Liverpool Lime Street,7,Yes
None,Credit Card,London Paddington,41,No
Adult,Credit Card,York,16,No
Adult,Contactless,York,16,No
None,Contactless,London St Pancras,8,No
None,Contactless,Manchester Piccadilly,3,No
Senior,Credit Card,Manchester Piccadilly,84,No
None,Credit Card,Birmingham New Street,50,No
None,Credit Card,Manchester Piccadilly,86,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Paddington,19,No
Disabled,Credit Card,London Euston,7,No
None,Credit Card,London St Pancras,8,No
Disabled,Credit Card,London Euston,7,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Euston,7,No
Disabled,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,9,No
None,Contactless,London Kings Cross,35,No
Adult,Credit Card,London Euston,9,No
Disabled,Debit Card,London Euston,9,No
Disabled,Debit Card,London Euston,9,No
Disabled,Debit Card,London Euston,9,No
Disabled,Debit Card,London Euston,9,No
None,Contactless,Manchester Piccadilly,3,No
Disabled,Debit Card,London Euston,9,No
Adult,Credit Card,London Euston,9,No
Disabled,Debit Card,London Euston,9,No
Adult,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,2,No
Adult,Credit Card,Liverpool Lime Street,11,No
None,Contactless,London Kings Cross,70,No
None,Contactless,London Kings Cross,70,No
None,Credit Card,Birmingham New Street,10,No
None,Credit Card,London Kings Cross,70,No
None,Contactless,Liverpool Lime Street,6,No
None,Credit Card,London Kings Cross,70,No
